"","franchID","yearID","WARP","W"
"2576","SLN",1955,9.25,NA
"2577","SLN",1956,34.11,NA
"2578","SLN",1957,47.07,NA
"2579","SLN",1958,27.57,NA
"2580","SLN",1959,32.38,NA
"2581","SLN",1960,35.37,NA
"2582","SLN",1961,34.83,NA
"2583","SLN",1962,48.5,NA
"2584","SLN",1963,-4.09,NA
"2585","SLN",1964,47.19,NA
"2586","SLN",1965,18.5,NA
"2587","SLN",1966,20.48,NA
"2588","SLN",1967,33.25,NA
"2589","SLN",1968,41.01,NA
"2590","SLN",1969,37.33,NA
"2591","SLN",1970,45.28,NA
"2592","SLN",1971,39.21,NA
"2593","SLN",1972,34.82,NA
"2594","SLN",1973,38.25,NA
"2595","SLN",1974,35.3,NA
"2596","SLN",1975,34.14,NA
"2597","SLN",1976,17.67,NA
"2598","SLN",1977,25.56,NA
"2599","SLN",1978,22.27,NA
"2600","SLN",1979,37.91,NA
"2601","SLN",1980,31.08,NA
"2602","SLN",1981,22.06,NA
"2603","SLN",1982,37.9,NA
"2604","SLN",1983,30.31,NA
"2605","SLN",1984,35.82,NA
"2606","SLN",1985,44.05,NA
"2607","SLN",1986,29.92,NA
"2608","SLN",1987,37.58,NA
"2609","SLN",1988,35.1,NA
"2610","SLN",1989,39.42,NA
"2611","SLN",1990,27.75,NA
"2612","SLN",1991,25.65,NA
"2613","SLN",1992,42.6,NA
"2614","SLN",1993,38.25,NA
"2615","SLN",1994,20.34,NA
"2616","SLN",1995,23.57,NA
"2617","SLN",1996,35.61,NA
"2618","SLN",1997,36.15,NA
"2619","SLN",1998,25.76,NA
"2620","SLN",1999,30.06,NA
"2621","SLN",2000,50.51,NA
"2622","SLN",2001,43.38,NA
"2623","SLN",2002,40.12,NA
"2624","SLN",2003,46.29,NA
"2625","SLN",2004,61.53,NA
"2626","SLN",2005,53.04,NA
"2627","SLN",2006,38.93,NA
"2628","SLN",2007,20.02,NA
"2629","SLN",2008,44.55,NA
"2630","SLN",2009,54.33,NA
"2631","SLN",2010,46.47,NA
"2632","SLN",2011,45.08,NA
"2633","SLN",2012,46.95,NA
"2634","SLN",2013,42.6,NA
"2635","SLN",2014,25.94,NA
"2636","SLN",2015,42.48,NA
"2637","SLN",2016,43.97,NA
"2638","SLN",2017,41.83,NA
"2639","SLU",1884,0,NA
"2640","SPU",1884,0,NA
"2641","SR1",1879,0,NA
"2642","SR2",1890,0,NA
"2643","TBA",1998,20.16,NA
"2644","TBA",1999,22.29,NA
"2645","TBA",2000,23.12,NA
"2646","TBA",2001,12.26,NA
"2647","TBA",2002,3.71,NA
"2648","TBA",2003,20.9,NA
"2649","TBA",2004,14.13,NA
"2650","TBA",2005,12.18,NA
"2651","TBA",2006,5.05,NA
"2652","TBA",2007,29.06,NA
"2653","TBA",2008,42.9,NA
"2654","TBA",2009,39.51,NA
"2655","TBA",2010,34.17,NA
"2656","TBA",2011,41.25,NA
"2657","TBA",2012,45.16,NA
"2658","TBA",2013,46.81,NA
"2659","TBA",2014,39.61,NA
"2660","TBA",2015,38.49,NA
"2661","TBA",2016,30.29,NA
"2662","TBA",2017,42.18,NA
"2663","TEX",1972,4.5,54
"2664","TEX",1973,11.3,57
"2665","TEX",1974,44.33,84
"2666","TEX",1975,39.9,79
"2667","TEX",1976,25.62,76
"2668","TEX",1977,51.99,94
"2669","TEX",1978,46.04,87
"2670","TEX",1979,42.69,83
"2671","TEX",1980,35.2,76
"2672","TEX",1981,28.82,57
"2673","TEX",1982,26.46,64
"2674","TEX",1983,32.77,77
"2675","TEX",1984,31.05,69
"2676","TEX",1985,26.77,62
"2677","TEX",1986,37.44,87
"2678","TEX",1987,38.83,75
"2679","TEX",1988,28.06,70
"2680","TEX",1989,35.94,83
"2681","TEX",1990,28.57,83
"2682","TEX",1991,35.6,85
"2683","TEX",1992,26.72,77
"2684","TEX",1993,35.12,86
"2685","TEX",1994,24.36,52
"2686","TEX",1995,23.18,74
"2687","TEX",1996,33.81,90
"2688","TEX",1997,13.72,77
"2689","TEX",1998,36.26,88
"2690","TEX",1999,45.4,95
"2691","TEX",2000,15.58,71
"2692","TEX",2001,18.86,73
"2693","TEX",2002,26.93,72
"2694","TEX",2003,17.65,71
"2695","TEX",2004,22.29,89
"2696","TEX",2005,36.23,79
"2697","TEX",2006,28.69,80
"2698","TEX",2007,17.95,75
"2699","TEX",2008,24.98,79
"2700","TEX",2009,28.31,87
"2701","TEX",2010,31.72,90
"2702","TEX",2011,42.07,96
"2703","TEX",2012,42.63,93
"2704","TEX",2013,41.62,91
"2705","TEX",2014,11.55,67
"2706","TEX",2015,28.22,88
"2707","TEX",2016,24.35,95
"2708","TEX",2017,23.3,NA
"2709","TL1",1884,0,NA
"2710","TL2",1890,0,NA
"2711","TOR",1977,10.15,54
"2712","TOR",1978,2.36,59
"2713","TOR",1979,5.16,53
"2714","TOR",1980,14.36,67
"2715","TOR",1981,-3.88,37
"2716","TOR",1982,26.75,78
"2717","TOR",1983,42.18,89
"2718","TOR",1984,42.05,89
"2719","TOR",1985,42.25,99
"2720","TOR",1986,47.28,86
"2721","TOR",1987,51.05,96
"2722","TOR",1988,39.46,87
"2723","TOR",1989,43.48,89
"2724","TOR",1990,39.55,86
"2725","TOR",1991,43.69,91
"2726","TOR",1992,39.65,96
"2727","TOR",1993,33.63,95
"2728","TOR",1994,16.24,55
"2729","TOR",1995,9.44,56
"2730","TOR",1996,27.63,74
"2731","TOR",1997,26.95,76
"2732","TOR",1998,40.62,88
"2733","TOR",1999,34.66,84
"2734","TOR",2000,34.53,83
"2735","TOR",2001,27.98,80
"2736","TOR",2002,22.24,78
"2737","TOR",2003,34.63,86
"2738","TOR",2004,18.82,67
"2739","TOR",2005,29.98,80
"2740","TOR",2006,42.82,87
"2741","TOR",2007,46.89,83
"2742","TOR",2008,50.47,86
"2743","TOR",2009,30.94,75
"2744","TOR",2010,26.56,85
"2745","TOR",2011,24.82,81
"2746","TOR",2012,13.29,73
"2747","TOR",2013,24.58,74
"2748","TOR",2014,32.23,83
"2749","TOR",2015,44.32,93
"2750","TOR",2016,30.14,89
"2751","TOR",2017,27.1,NA
"2752","TRN",1879,0,NA
"2753","TRN",1880,0,NA
"2754","TRN",1881,0,NA
"2755","TRN",1882,0,NA
"2756","TRO",1871,0,13
"2757","TRO",1872,0,15
"2758","WAS",2005,32.01,NA
"2759","WAS",2006,27.99,NA
"2760","WAS",2007,14.24,NA
"2761","WAS",2008,19.62,NA
"2762","WAS",2009,21.38,NA
"2763","WAS",2010,26.56,NA
"2764","WAS",2011,30.48,NA
"2765","WAS",2012,48.16,NA
"2766","WAS",2013,33.47,NA
"2767","WAS",2014,51.41,NA
"2768","WAS",2015,42.26,NA
"2769","WAS",2016,56,NA
"2770","WAS",2017,50.64,NA
"2771","WIL",1884,0,2
"2772","WOR",1880,0,40
"2773","WOR",1881,0,32
"2774","WOR",1882,0,18
"2775","WS1",1901,0,NA
"2776","WS1",1902,0,NA
"2777","WS1",1903,0,NA
"2778","WS1",1904,0,NA
"2779","WS1",1905,0,NA
"2780","WS1",1906,0,NA
"2781","WS1",1907,0,NA
"2782","WS1",1908,0,NA
"2783","WS1",1909,0,NA
"2784","WS1",1910,0,NA
"2785","WS1",1911,0,NA
"2786","WS1",1912,0,NA
"2787","WS1",1913,0,NA
"2788","WS1",1914,0,NA
"2789","WS1",1915,0,NA
"2790","WS1",1916,0,NA
"2791","WS1",1917,0,NA
"2792","WS1",1918,0,NA
"2793","WS1",1919,0,NA
"2794","WS1",1920,0,NA
"2795","WS1",1921,0,NA
"2796","WS1",1922,0,NA
"2797","WS1",1923,0,NA
"2798","WS1",1924,0,NA
"2799","WS1",1925,0,NA
"2800","WS1",1926,0,NA
"2801","WS1",1927,0,NA
"2802","WS1",1928,0,NA
"2803","WS1",1929,0,NA
"2804","WS1",1930,0,NA
"2805","WS1",1931,0,NA
"2806","WS1",1932,0,NA
"2807","WS1",1933,0,NA
"2808","WS1",1934,0,NA
"2809","WS1",1935,0,NA
"2810","WS1",1936,0,NA
"2811","WS1",1937,0,NA
"2812","WS1",1938,0,NA
"2813","WS1",1939,0,NA
"2814","WS1",1940,0,NA
"2815","WS1",1941,0,NA
"2816","WS1",1942,0,NA
"2817","WS1",1943,0,NA
"2818","WS1",1944,0,NA
"2819","WS1",1945,0,NA
"2820","WS1",1946,0,NA
"2821","WS1",1947,0,NA
"2822","WS1",1948,0,NA
"2823","WS1",1949,21.9,NA
"2824","WS1",1950,13.7,NA
"2825","WS1",1951,26.29,NA
"2826","WS1",1952,31.71,NA
"2827","WS1",1953,46.65,NA
"2828","WS1",1954,35.55,NA
"2829","WS1",1955,13.54,NA
"2830","WS1",1956,16.2,NA
"2831","WS1",1957,15.7,NA
"2832","WS1",1958,20.21,NA
"2833","WS1",1959,32.58,NA
"2834","WS1",1960,33.84,NA
"2835","WS2",1961,29.39,NA
"2836","WS2",1962,25.79,NA
"2837","WS2",1963,20.79,NA
"2838","WS2",1964,17.75,NA
"2839","WS2",1965,20.88,NA
"2840","WS2",1966,34.1,NA
"2841","WS2",1967,21.9,NA
"2842","WS2",1968,6.48,NA
"2843","WS2",1969,29.88,NA
"2844","WS2",1970,29.87,NA
"2845","WS2",1971,13.39,NA
"2846","WS3",1871,0,NA
"2847","WS3",1872,0,NA
"2848","WS4",1872,0,NA
"2849","WS5",1873,0,NA
"2850","WS6",1875,0,NA
"2851","WS7",1884,0,NA
"2852","WS8",1886,0,NA
"2853","WS8",1887,0,NA
"2854","WS8",1888,0,NA
"2855","WS8",1889,0,NA
"2856","WS9",1891,0,NA
"2857","WSN",1892,0,NA
"2858","WSN",1893,0,NA
"2859","WSN",1894,0,NA
"2860","WSN",1895,0,NA
"2861","WSN",1896,0,NA
"2862","WSN",1897,0,NA
"2863","WSN",1898,0,NA
"2864","WSN",1899,0,NA
"2865","WSU",1884,0,NA
